Temperature,Humidity,Measure1,Measure2,Measure3,Measure4,Measure5,Measure6,Measure7,Measure8,Measure9,Measure10,Measure11,Measure12,Measure13,Measure14,Measure15,Hours Since Previous Failure,true_label,predicted_label,is_misclassification,probabilities,Entropy Calculator,Trust Calculator on 19 Neighbors - Trust,Trust Calculator on 19 Neighbors - Detail,External Calculator (NaiveBayes),Combined Calculator (XGBoost),Multiple Combined Calculator (3 classifiers),Confidence Interval (0.9999%)
63,77,436,0,0,1195,1210,384,1220,1642,754,1215,437,1105,1834,1851,938,169,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9645318553006046,0.9985630924347788,0.9875109072580331,17
63,79,270,2,1,553,780,448,1649,1404,741,1594,1449,716,517,186,187,372,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993253127750288,0.9994241189560853,0.9996776112197646,17
67,76,434,2,0,910,895,529,1081,770,676,603,1882,1851,357,1311,1918,6,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9795748770013981,0.9107306748628616,0.9651764279551808,17
67,82,968,3,1,1400,593,1504,1785,1176,298,677,183,658,1816,355,1592,174,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9738301005121922,0.9883437929674983,0.9793553054807246,17
62,84,1904,3,1,1312,1351,1748,901,1351,1039,1346,1193,921,248,201,1731,340,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997764054304311,0.9976450058165938,0.9997608863451365,16
61,79,1955,2,2,565,1596,313,1305,294,1203,1921,1544,989,235,1115,1378,466,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996590170966978,0.9965212203096598,0.9999040895918334,17
66,87,854,1,1,522,1952,692,1262,351,1551,730,1978,1477,210,271,1182,291,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998705866967694,0.9991038576117717,0.9999664196962798,17
60,84,932,3,2,1171,360,1728,962,578,1128,1883,320,1501,582,325,832,305,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998928964678736,0.9954235614277422,0.9999579495413912,18
60,81,467,1,1,1627,1747,1505,631,884,1023,1195,224,1928,1923,1169,1416,138,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990771470184734,0.9995697028061841,0.9996854113512632,17
60,85,1466,0,1,893,459,692,1993,596,895,1390,1873,470,1674,1523,916,14,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999617645806992,0.9995016178581864,0.9999912105517218,17
65,86,919,3,1,1752,1669,178,516,1842,353,656,1112,1102,241,1843,1408,100,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9986971745976345,0.9987785364501178,0.9995793901027475,15
65,77,1822,1,0,829,1343,1699,1842,460,1140,1595,429,1319,1678,1941,835,232,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9471326031549248,0.9951434042304754,0.969457004785114,18
60,80,1622,3,2,846,1462,1618,695,1401,408,1481,1735,1247,1425,903,172,106,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999570279594998,0.9998553217446897,0.9999566412755753,18
62,80,1520,0,0,171,611,265,1339,1254,918,612,1084,633,858,1999,936,269,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.997340719625292,0.9992028164560907,0.9992425506721893,17
66,90,404,1,0,1101,1429,1029,691,1198,1795,1086,1062,938,1463,544,1159,173,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.998688344246002,0.9998653217335232,0.9997284272026147,15
61,88,1708,3,0,1487,1473,855,519,468,851,254,281,1138,287,1423,1934,192,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997847458278787,0.9979814817197621,0.9999179975745348,17
64,84,836,2,1,307,479,1168,1181,1446,240,1420,1875,749,1420,789,761,444,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995991090489567,0.998745227814652,0.9998684055294501,16
67,80,1530,3,2,786,1701,1437,745,1273,1844,485,294,608,1451,1339,1264,73,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.969852332240334,0.9986535026691854,0.9843578486497156,18
60,84,719,2,0,1951,460,1568,1389,216,1579,1648,1005,1761,1290,1948,1538,264,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999783533933909,0.997971125645563,0.9999435262988675,18
67,78,1026,2,1,1624,1852,1787,905,1446,265,615,1786,1273,509,1750,1206,6,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9589151110905979,0.9565413221716881,0.9702293264707573,17
68,87,469,2,0,1068,367,1763,155,1534,968,1235,1903,1544,1926,1867,1691,240,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990527088764717,0.9864374361932278,0.9988474826592378,17
61,81,571,1,2,1850,1230,655,1348,407,527,260,782,739,1350,1913,1725,58,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9987333151880077,0.999609083723044,0.9997067402936549,18
61,76,1342,1,0,1241,636,1683,1651,1310,594,1230,822,1747,336,932,1224,407,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9945107118769916,0.9948603915981948,0.9946375465973349,18
63,83,427,1,1,721,1286,198,557,1315,397,289,1346,1571,1147,1247,1401,270,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992725174902767,0.9997560188203352,0.9998263311565837,17
63,77,644,2,0,1495,1153,1875,914,719,1366,1963,554,558,597,1714,718,301,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9665001022823559,0.9920724900439382,0.9777048137142071,18
63,88,1226,1,0,1832,2003,718,663,227,920,712,796,921,358,1971,1304,341,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9990736130937101,0.9987552731763572,0.9998206208607835,18
66,80,171,0,1,1576,1547,720,1210,1317,1288,1985,1974,1610,821,1947,652,353,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9988167362809948,0.9988591409055516,0.9991691264112648,17
63,81,1495,3,1,872,855,1511,644,1109,1677,677,628,1511,1430,287,1343,40,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.997293183343276,0.9997099840838928,0.998700520959884,16
60,89,1045,0,0,305,1633,1400,1581,653,1213,892,1331,874,690,1198,1511,162,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999178861844701,0.9997539338073693,0.9999851920823953,18
69,69,199,1,2,885,1651,1935,1475,970,1051,1706,1604,968,1312,1307,795,1,Yes,Yes,0,[0.3 0.7],0.1187091007693073,0.05263157894736842,"[('normal', 18), ('Yes', 1)]",0.005412111381676965,0.3833970345488916,0.027419427156410325,17
63,85,923,2,1,350,506,387,1519,1825,595,1993,1934,1751,994,995,1179,98,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999027235021741,0.9993367990828119,0.9999697320282944,17
62,83,962,1,0,1993,553,944,432,1821,1691,338,328,243,671,1691,348,295,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991904742434196,0.9943373696878552,0.9995121728254198,18
66,77,548,3,1,671,248,1062,538,1092,1838,657,1021,470,1757,911,584,210,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.975048434617064,0.9996728769037873,0.9849854499206289,14
60,77,847,0,2,976,1912,1428,693,1495,680,1863,1139,984,1792,1313,1434,422,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9960905901522312,0.9976307221222669,0.9990137248132057,18
63,88,559,2,1,1967,2001,1932,1657,1697,1173,665,1040,413,803,974,454,253,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997267735036971,0.9986696012783796,0.9999454477315458,17
63,81,731,2,2,755,817,1936,262,785,876,745,1503,333,426,772,573,137,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997800701205799,0.99979823747708,0.9996173157484364,18
66,83,1481,3,2,400,771,1556,1556,991,559,1541,1493,1874,1556,1275,266,184,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998540066096522,0.9998685695609311,0.9998221919487057,18
63,88,1781,2,0,1855,827,1023,402,666,1125,1901,1854,1314,1297,1524,512,143,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999637132832769,0.9991455752169713,0.9999826880573983,18
64,75,1301,3,1,977,822,714,1001,1988,562,1627,398,1802,382,240,155,315,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9896855881011302,0.9961154137272388,0.9785353317318309,16
68,79,1376,0,0,459,594,1334,222,1501,919,1609,389,1283,913,1843,1539,286,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.8073648144741843,0.9910175120458007,0.7880958134739259,18
64,84,1785,0,1,1766,1210,2004,162,1776,725,1635,1406,1884,285,777,1610,206,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9997306682550025,0.7558796097950462,0.7645870063042803,15
66,88,1134,3,1,1485,809,1602,349,1774,1568,1255,1988,761,824,1660,1561,155,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998681634944016,0.9987662559142336,0.9998796612334185,16
67,88,1888,3,1,561,1146,1016,1993,634,1460,251,612,420,1467,1416,175,232,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992405165195163,0.9978038561530411,0.9998082820697256,17
66,85,1325,0,2,911,1749,711,549,1743,1283,220,347,1954,1859,168,1631,110,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985589642238671,0.9987851656042039,0.999500176282849,18
62,86,759,0,2,859,574,1840,1660,1938,901,1590,490,1653,865,446,1515,111,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997506831308269,0.9988316090311855,0.9999260069651604,18
65,83,1303,2,1,1989,1599,554,429,1190,755,1912,429,1578,431,1884,615,174,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9973350518087017,0.9993565084878355,0.9982425419791863,17
66,84,1070,3,2,1340,1200,1191,1806,330,1852,349,1278,336,1229,1229,548,34,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9993799166792,0.9995859554619528,0.9998050937106001,17
60,84,803,1,2,747,1783,1947,400,928,1071,896,1142,865,763,758,1802,72,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997919409241633,0.999845084734261,0.9999422599098211,17
64,78,396,0,1,1144,1619,981,1794,1500,254,1250,214,1553,1760,218,2003,396,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9826969428213587,0.9969692144077271,0.9903834514734191,16
63,88,786,0,0,1841,1212,192,272,653,1150,2009,1875,444,1100,381,1954,74,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998704344108709,0.9990090306382626,0.9999506592070313,17
62,77,1811,1,0,976,1274,762,980,1841,660,1373,1657,596,658,1401,479,499,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9965779864583034,0.9938899222761393,0.9981241104304711,18
66,88,727,2,0,1855,1851,436,501,334,1037,991,1186,1317,281,1911,495,425,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991478684794557,0.9979800756555051,0.9998145920935242,17
64,83,431,2,1,1873,929,801,1639,1944,1222,185,164,1026,819,369,457,257,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9981810847826279,0.9995507139246911,0.9994647635689758,16
63,84,301,3,1,1073,914,1667,1665,296,1095,1107,1140,764,435,1338,1459,38,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9989742135790112,0.9986342109041288,0.9997159552725733,14
62,78,1608,1,2,792,1322,182,1097,1452,1303,217,718,638,758,310,1362,134,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.996913995885235,0.9998130331659922,0.9990576262452323,17
61,81,468,1,0,1184,1395,1430,960,354,1280,1179,812,1344,1444,1624,674,7,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9958944507422443,0.9928475059568882,0.9991250895430516,18
60,89,1304,2,0,1840,1931,1220,1698,564,915,223,1778,1018,1683,1571,619,36,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999673977307629,0.9991412525996566,0.9999942630687544,18
65,84,639,3,1,1152,1787,1332,1945,436,628,1213,678,1474,679,1888,772,183,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9982777060296973,0.9994873544201255,0.999495765576636,17
62,81,1897,2,0,509,447,907,504,1346,751,439,1011,464,904,1981,671,376,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9984435465237811,0.9970826820936054,0.9990758794712887,18
60,84,405,1,2,404,1781,1728,939,978,650,725,1863,1236,1924,1982,1245,279,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999977589233958,0.9995894445164595,0.9999944349843403,18
65,89,740,1,1,1010,1703,1538,325,356,1330,316,501,369,200,601,535,284,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9991733718080943,0.9960026182234287,0.9998166338031752,17
64,85,791,1,0,322,1535,357,592,1841,1072,390,426,674,1522,1241,1353,195,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9929591271750522,0.9993538605049253,0.9984971034272552,16
66,77,1597,1,1,1239,1674,1231,1804,1607,634,1695,917,1785,1914,1648,1244,76,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9512845964180955,0.9974624204915017,0.9735883603644829,17
62,75,826,1,2,1047,1458,1088,227,433,1050,1479,940,843,1131,839,1809,210,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9915552540302883,0.9982702961424366,0.9928492626524861,13
62,76,1817,3,2,465,1619,1182,649,837,769,1096,628,579,1511,1422,438,244,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9967488991036201,0.9974395339377224,0.9970925058773688,17
68,82,1543,3,2,232,921,616,751,979,756,1878,1018,855,1149,899,1581,437,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9851164664240932,0.9992701772134751,0.9933903949946842,18
65,83,360,2,0,1717,1213,695,1349,449,1518,1872,1766,1655,340,1886,306,53,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996756504412426,0.9993768007261679,0.9997907898468235,18
61,77,1223,1,1,160,700,210,1267,1333,989,1543,223,390,1473,764,2004,175,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9872902713260626,0.9987136269919574,0.9943531339490471,17
65,78,1768,3,2,1988,257,2002,177,1461,536,687,218,1857,1951,516,1965,363,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9961100172490768,0.9514567479491234,0.9450402679981696,18
66,80,182,3,0,1939,792,1143,228,1806,810,719,169,1612,1470,163,482,191,normal,normal,0,[0.9 0.1],0.5310044064107188,1.0,"[('normal', 19)]",0.9901167736944143,0.7651874710649635,0.7423260805044354,18
65,78,588,3,2,1274,850,1345,753,1225,200,1968,774,1753,455,340,229,265,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9980192180531638,0.9989559777313843,0.9941433694964541,18
63,86,1761,1,0,597,1298,1585,1603,1394,1375,921,1942,587,1523,845,835,172,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999222508969676,0.9997999123879708,0.9999697644261275,18
62,79,1154,2,2,290,1154,594,1313,1358,1799,246,1146,1456,952,1979,729,334,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9996874154448107,0.9997900342132198,0.9999164175981571,18
62,85,866,1,0,768,785,1058,1639,417,1504,1318,1166,1001,1216,926,167,307,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998110962078608,0.9997972957207821,0.9999564544537086,17
68,83,427,3,1,820,1864,1675,226,1306,735,1864,1399,1145,1420,1619,1778,191,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9790543344773424,0.9991223412798718,0.9881764950946211,17
65,75,197,2,2,1559,1770,1968,1651,1302,547,407,330,1845,1976,1098,918,403,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.972209194921306,0.9938678331673145,0.98439787069827,17
60,75,215,2,2,314,1575,370,1761,269,1919,336,313,829,1996,618,1814,35,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.9936666843318015,0.9970231438055634,0.9986532812294623,18
61,81,600,0,0,245,239,480,748,438,269,342,266,937,1638,173,1871,255,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9934655162055137,0.9981336335185915,0.9982302949387822,18
68,84,1550,1,2,1678,1974,1806,1460,1031,1514,1999,322,1972,864,1922,1839,11,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9858009762955398,0.9949329635128379,0.9933240975617421,18
65,78,580,2,0,976,198,764,940,469,631,592,487,1013,1218,1240,782,275,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9315946110119798,0.9993347531999461,0.9749996002366096,18
63,84,1142,2,1,1681,1346,160,718,1964,1537,1024,951,1028,1950,675,853,349,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9992359615571155,0.9994378327392042,0.9998379338151712,17
64,81,325,3,0,1487,586,1241,1087,1329,1390,1205,397,699,1428,1295,1709,461,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9868646024306311,0.9935319949872792,0.9939762539354188,16
64,88,655,1,2,1961,1631,1267,1627,1482,1402,1555,222,1927,1920,536,391,100,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999928105705603,0.999527612759266,0.9999756434851642,17
68,81,387,1,0,957,1795,281,1995,1748,287,1672,1054,351,1978,820,276,171,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9592104550751157,0.9982380920555443,0.9801290460307319,18
65,83,1312,1,1,1617,516,1998,1598,402,629,1281,236,1632,464,388,466,63,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9955224159604424,0.9989577950909734,0.9975495311477856,17
67,77,353,1,2,1182,1331,1896,1768,459,1697,1235,1508,546,979,820,1329,258,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9863724678215627,0.9973228431772441,0.9889931051279608,18
66,86,1176,1,1,804,714,1059,1619,163,621,1990,346,1474,543,1562,678,415,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9948980948767517,0.9975160534959286,0.9988579115954165,16
61,80,491,0,1,583,484,1484,1001,1562,2007,470,169,1649,1595,601,1803,50,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9967597972854957,0.9982720643747598,0.9990509855440194,17
67,79,577,2,2,1788,1976,1555,1946,478,569,832,505,378,1454,610,775,162,normal,normal,0,[1. 0.],1.0,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.9705973290205488,0.9991915496066213,0.9846523310510374,18
60,80,1680,2,1,1083,490,991,207,987,1292,200,1096,1743,1465,923,1155,43,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9994907544338922,0.9997407326591201,0.9998061524533447,15
68,86,777,0,2,739,1105,965,1921,1027,1513,539,1434,1842,287,1051,1724,283,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9997973590942041,0.9994706089491956,0.9998679255117264,17
66,77,561,0,0,666,552,1776,994,1975,1189,739,1854,1639,491,264,1050,135,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9887420301143784,0.9989527362631634,0.983705127267983,18
60,80,226,3,0,269,1886,999,571,275,1557,1399,1085,509,715,1825,1849,187,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.998379073674416,0.9993988280184567,0.9994938066882479,17
66,77,1502,2,0,684,789,508,1986,1173,584,636,380,479,1663,1909,1033,104,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9063931836992434,0.9984924152959138,0.9395552856219429,18
65,93,367,1,1,1212,555,517,1934,773,1852,1432,637,1539,1573,478,182,86,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9999201916361369,0.9997047148353886,0.9999849798702879,17
67,75,1180,1,2,1961,2009,181,1340,448,1965,1343,748,1084,771,446,1311,445,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.8837570238762744,0.9871281823143363,0.9672509641766155,17
62,87,1017,1,1,1252,754,983,716,1320,553,607,339,156,696,1671,1134,297,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995462617646882,0.9973804326727986,0.9998632633919732,16
64,82,1984,0,1,1049,1723,767,225,675,1769,485,1466,1476,1621,1973,787,359,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995220284803631,0.9983407066902146,0.9998427102774281,15
65,84,1263,3,2,638,1787,518,388,1521,1295,1924,869,1357,1605,478,1493,405,normal,normal,0,[1. 0.],1.0,0.9473684210526315,"[('normal', 18), ('Yes', 1)]",0.9987922230150537,0.9986050928710029,0.9996418892860373,18
67,91,1318,3,1,1618,578,1259,1937,1901,1596,1205,417,167,1655,607,738,4,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9983814863469367,0.9280112981796265,0.9996324424373174,17
67,83,1907,2,2,1785,661,1791,1603,1028,673,819,929,1629,926,1130,1079,186,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9982028250105246,0.999130594660528,0.9982949496893966,16
60,78,160,0,2,1217,1985,1962,654,1943,1708,589,1434,1630,502,163,1294,182,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.999669876354559,0.9993154919939116,0.999874582122981,18
64,84,348,1,0,1029,442,1205,1943,801,1057,325,715,1637,1518,1878,343,534,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9985335868456692,0.9985564154339954,0.9996906469778141,15
64,82,925,2,1,618,1503,400,356,1677,266,516,1665,177,782,1250,168,166,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9995860814510906,0.9996358480711933,0.9997064872306805,16
62,79,895,3,0,893,690,446,1100,852,1133,1989,315,355,1990,772,1270,16,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9787342944967898,0.9970118040218949,0.9923555446656939,17
68,85,1253,2,0,2011,1766,727,1933,1995,1757,1906,1321,1803,1787,1733,1954,411,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9960335250439944,0.9933510040864348,0.9985302691844815,18
68,84,1181,0,1,1441,687,802,1955,1903,719,327,450,1682,690,899,1743,370,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9872142887223143,0.997989924158901,0.995471409154094,17
65,84,1478,1,0,1101,1661,163,814,1746,694,478,886,605,170,219,1752,163,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.994385675247732,0.9987410111352801,0.9977988074976037,17
68,80,1745,0,1,1355,158,1666,1339,1095,1218,1404,635,867,1643,689,729,33,normal,normal,0,[0.9 0.1],0.5310044064107188,0.8947368421052632,"[('normal', 17), ('Yes', 2)]",0.8316964349059537,0.7640250141925562,0.6987675881143841,16
68,86,674,3,2,1233,1371,833,949,1001,1215,1042,1258,316,2008,1920,1469,315,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9986419780139768,0.9969472251832485,0.9994313310111421,18
66,88,1145,1,2,1568,1098,484,1189,1364,1568,932,1857,793,1608,951,702,16,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9998999509721433,0.999879460548982,0.9999721200580906,17
64,79,1204,0,1,1924,781,1576,266,555,823,1066,823,940,1684,362,1235,132,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9867398582949751,0.9989829662954435,0.9900518897125892,15
66,79,1935,0,2,1038,1795,890,505,338,1416,1372,805,428,1360,1698,1972,124,normal,normal,0,[1. 0.],1.0,1.0,"[('normal', 19)]",0.9811248152289073,0.9932042430154979,0.986246428695967,17
